x,y
477765.19189595745,325.158
477765.19502569287,324.941
477765.1978709553,323.005
477765.198172861,323.84
477765.20193946053,326.299
477765.20224146417,326.171
477765.20597654855,328.701
477765.20972775156,326.557
477765.2125738158,325.167
477765.21602303116,328.94
477765.21632499737,328.55
477765.21947261924,319.631
477765.2197909941,320.766
477765.22292205004,325.834
477765.2257674484,324.827
477765.22606944427,324.884
477765.22832612344,322.477
477765.23117159604,320.863
477765.2314735824,321.836
477765.2346211295,326.87
477765.23807042436,329.803
477765.2409156247,328.292
477765.24121757445,328.28
477765.24436494644,329.842
477765.24781429925,324.703
477765.2509619062,324.488
477765.25441106776,320.738
477765.2547130392,319.971
477765.2572566585,322.362
477765.2575585828,323.205
477765.26070603763,322.921
477765.2641551168,322.638
477765.26445705583,322.555
477765.2676040856,321.228
477765.2679060381,322.127
477765.27105366124,323.485
477765.27420075476,323.427
477765.2776496536,321.548
477765.28049480263,321.708
477765.280796778,321.647
477765.28454778675,320.964
477765.2874089454,322.114
477765.290254085,321.446
477765.29055604956,321.716
477765.2942976875,320.912
477765.29459964647,321.018
477765.29744465917,321.063
477765.29774656444,320.682
477765.3008935737,321.577
477765.3037389155,321.006
477765.3065840271,320.361
477765.3068859808,320.63
477765.31003284076,321.111
477765.31348172313,321.513
477765.31602497894,321.143
477765.3194739684,320.538
477765.31977592636,321.078
477765.3229229775,321.678
477765.32322493475,322.385
477765.32697577303,322.592
477765.3304245194,321.499
477765.33072650444,321.155
477765.33387343143,320.295
477765.33417540306,320.385
477765.3373228611,319.682
477765.340771731,319.548
477765.34107365954,319.446
477765.344236592,319.839
477765.3445385527,320.806
477765.34739880165,322.877
477765.34770077793,323.762
477765.3508483008,310.897
477765.35116481123,311.227
477765.35429831943,326.321
477765.3571438348,329.648
477765.3574458053,327.928
477765.36059333227,318.999
477765.3609062369,316.744
477765.3646465766,312.682
477765.3675219142,327.032
477765.3678238752,330.266
477765.370971605,332.124
477765.3712735944,334.305
477765.3750211649,319.472
477765.3781687267,330.006
477765.3810159244,328.172
477765.38446514827,324.232
477765.3847670746,322.9
477765.387914809,325.492
477765.39136599837,322.867
477765.39421169367,321.047
477765.394514408,321.981
477765.3982661253,323.667
477765.401999383,323.497
477765.40230136033,324.107
477765.40546362445,322.491
477765.40891250083,321.401
477765.40921446093,321.523
477765.412362285,321.498
477765.41266421264,321.248
477765.4158113107,323.336
477765.41924204124,322.836
477765.41954396485,322.46
477765.4227064775,321.608
477765.42300842714,321.877
477765.42675995233,323.075
477765.4302144963,323.328
477765.43051642936,322.193
477765.4333765342,321.596
477765.43622191437,321.977
477765.4365239477,321.82
477765.43967137387,322.027
477765.44312025735,321.114
477765.44596569386,321.814
477765.4462676396,322.341
477765.4494148792,323.898
477765.4525618882,324.203
477765.45286380313,324.401
477765.45599435194,323.645
477765.45944331726,324.413
477765.4629079392,325.34
477765.4632098909,325.186
477765.4657685945,325.67
477765.4686294019,323.707
477765.47147601255,324.905
477765.4717780069,324.185
477765.47462407744,324.336
477765.47492605646,324.579
477765.47807361395,324.633
477765.47837557946,324.048
477765.48152284755,320.87
477765.4843687863,321.038
477765.48722884676,323.091
477765.48753082904,323.262
477765.49128172826,327.517
477765.4941418051,325.134
477765.49760579824,323.851
477765.4979077958,324.085
477765.5007529565,316.485
477765.50105486397,316.128
477765.50480612024,321.704
477765.50510808267,322.889
477765.5082551978,323.024
477765.5111003138,318.898
477765.5114022714,319.892
477765.51515325025,321.275
477765.51545515197,320.183
477765.51799860905,319.721
477765.520858929,319.618
477765.5240210966,320.153
477765.52747003204,323.197
477765.52777199156,322.622
477765.53152357414,322.472
477765.53182553744,321.702
477765.5349727346,321.442
477765.5378179685,320.22
477765.5381198999,320.222
477765.5412672071,319.75
477765.54156917153,320.314
477765.544716477,320.046
477765.5481602545,319.492
477765.5484622358,319.75
477765.5513223457,320.095
477765.55416760565,321.212
477765.55446957145,322.005
477765.5576175225,320.699
477765.56106789847,320.182
477765.5645172085,321.129
477765.56481921294,321.202
477765.5679816406,320.797
477765.57084213314,321.544
477765.57430631464,322.473
477765.5746083274,321.681
477765.5780572593,321.211
477765.5809038807,321.599
477765.58120581653,321.466
477765.5837494985,321.911
