x,y
477765.2101951721,115.828
477765.2118531404,115.54
477765.2121587272,115.776
477765.21442764136,115.542
477765.21473317314,114.918
477765.2169860971,114.809
477765.2172915899,115.134
477765.21923816943,115.121
477765.22118507576,115.548
477765.22374353104,119.235
477765.22599610593,117.942
477765.2263012612,114.924
477765.2279596412,122.812
477765.23051747243,112.38
477765.2327697674,112.322
477765.23307524144,110.299
477765.2353275417,109.484
477765.235633021,108.102
477765.23788541736,108.298
477765.23819088785,109.342
477765.24013811554,110.967
477765.2420850737,112.648
477765.24404817226,113.941
477765.24570592213,113.771
477765.2460114118,114.166
477765.2476529854,115.825
477765.24795845593,116.006
477765.2496000621,115.831
477765.2499055174,115.76
477765.25246360357,115.265
477765.25502157636,115.293
477765.2569848337,114.674
477765.2572903262,116.574
477765.2592374791,115.822
477765.2611849043,115.827
477765.26313192537,115.527
477765.26538420387,117.853
477765.2656896943,118.118
477765.26794215984,116.615
477765.2682476242,116.278
477765.2698892538,115.745
477765.2701947188,116.014
477765.27275275765,115.166
477765.2753106823,115.478
477765.2778685947,116.508
477765.28012113005,116.23
477765.28042659845,116.65
477765.28267924115,116.819
477765.2829847279,116.487
477765.28523746575,115.785
477765.28554292995,116.12
477765.28810110484,116.057
477765.29066062777,117.249
477765.29321851383,117.657
477765.2954878415,118.693
477765.29579328495,118.764
477765.2986571625,118.852
477765.29896263086,118.486
477765.3018257894,118.265
477765.3021312605,118.095
477765.30470543413,117.818
477765.30727934313,116.757
477765.30983790016,116.603
477765.3120902809,116.069
477765.31239577034,116.077
477765.31464815035,116.419
477765.31662745937,115.68
477765.31888070586,114.92
477765.31918615836,115.137
477765.3214385021,114.677
477765.3217439722,114.63
477765.32460672513,114.645
477765.3249121788,114.599
477765.32747020014,114.263
477765.3300281812,113.98
477765.3325860881,113.607
477765.33483951277,113.313
477765.3351449634,112.928
477765.33739749255,112.794
477765.33770309546,112.856
477765.33995547367,112.245
477765.3402606245,111.945
477765.34281775495,113.097
477765.34476410196,113.282
477765.3467117775,109.217
477765.34896450385,105.207
477765.3492700047,104.896
477765.35152346117,107.569
477765.3518289464,109.331
477765.3540815614,111.2
477765.3543870906,109.485
477765.3569454452,109.687
477765.3595036927,105.708
477765.3620623504,111.213
477765.36433058674,115.66
477765.36463603174,117.58
477765.3668891431,117.06
477765.3671946051,115.593
477765.36885100795,111.914
477765.3711187575,109.345
477765.3714238361,109.526
477765.37367600575,118.968
477765.373981505,118.91
477765.37623375567,110.677
477765.3765392318,107.613
477765.3790962359,109.252
477765.38165493635,110.466
477765.38421190664,113.25
477765.38647968794,112.477
477765.38678515016,112.688
477765.3896481572,116.108
477765.3899536437,116.89
477765.39281685255,116.408
477765.3931223361,116.87
477765.39569676726,115.637
477765.3982534851,114.534
477765.40080990794,115.478
477765.40307680645,115.781
477765.4033822767,115.159
477765.4056498916,114.859
477765.4059553643,115.154
477765.40820767015,115.254
477765.4085131401,115.829
477765.4104592666,116.525
477765.4124050126,116.294
477765.4143501312,115.819
477765.4166018669,116.027
477765.41690732597,115.752
477765.4191593445,116.048
477765.4194647582,116.314
477765.42112152086,115.665
477765.42142695776,115.966
477765.4233737647,116.523
477765.4253212855,116.75
477765.4256267167,116.786
477765.42787900916,117.185
477765.42818454443,116.876
477765.43075904646,116.758
477765.43270654115,116.23
477765.43465429585,116.0
477765.4369069788,115.207
477765.4372125528,115.161
477765.43886984343,115.901
477765.43917533086,116.813
477765.4408171025,117.185
477765.44112264994,116.967
477765.4430699063,116.821
477765.44501671864,117.526
477765.4469640999,116.385
477765.44921708596,116.919
477765.45116429136,116.77
477765.4531115842,116.639
477765.45536381664,117.414
477765.45566930756,118.311
477765.45792168914,117.738
477765.4582271466,117.19
477765.46047959296,115.783
477765.460785067,115.731
477765.46273102233,115.46
477765.46528903756,115.331
477765.46784700186,115.733
477765.4700995353,114.461
477765.47040504793,114.024
477765.4726575425,115.35
477765.47296297754,115.079
477765.47521529027,114.349
477765.4755207816,114.421
477765.4774680422,114.178
477765.47941510624,114.309
477765.48197309807,114.979
477765.4842254961,112.253
477765.4845309617,111.074
477765.4867839718,109.476
477765.4870894595,109.114
477765.4893416254,104.697
477765.48964705307,104.479
477765.4922201609,105.405
477765.4947778919,105.484
477765.4973366719,108.245
477765.49960518023,110.788
477765.5015523093,111.601
477765.5035154278,110.413
477765.50576854235,103.449
477765.50607399514,101.1
477765.50771557895,102.596
477765.5080210567,102.754
477765.5096620225,101.301
477765.5099674929,102.095
477765.5125254137,107.463
477765.51508261473,108.253
477765.5176402282,108.551
477765.5205035931,109.358
477765.52080907027,110.587
477765.52367303876,112.04
477765.5239785203,111.646
477765.52624717756,110.454
477765.5265526262,110.53
477765.52911076415,110.66
477765.5316674267,111.624
477765.5342249441,111.406
477765.5364934253,112.333
477765.5384562376,112.361
477765.54040231265,111.631
477765.5426544311,111.212
477765.54295987746,111.288
477765.5452119118,112.223
477765.54551735654,112.71
477765.5477696273,114.444
477765.54807508335,114.629
477765.5500213657,115.411
477765.55196752265,114.334
477765.5545250949,115.597
477765.556777397,115.399
477765.5570828646,115.572
477765.5593344876,115.082
477765.55964000925,115.401
477765.5619089151,115.805
477765.5622144124,115.413
477765.5647716171,115.747
477765.5673299852,115.275
477765.56988813425,115.481
477765.57214052416,115.749
477765.57244598813,116.18
477765.5746982916,116.521
477765.576661514,116.928
477765.5789139433,117.098
477765.57921939855,116.332
477765.58087718347,116.058
477765.58118265145,116.338
477765.5828242666,116.227
477765.58312971256,116.12
477765.5850767142,116.079
