x,y
1719436940.6514635,492.254
1719436951.9807591,491.335
1719436953.0675523,491.399
1719436966.5717993,491.929
1719436967.6591887,491.932
1719436982.2481868,490.911
1719436992.5439143,490.486
1719436993.6771407,490.364
1719437003.8729436,490.773
1719437014.1688302,490.782
1719437023.3242614,491.27
1719437024.4114068,491.475
1719437035.74077,492.341
1719437036.8277044,492.343
1719437047.070491,492.365
1719437058.399182,492.37
1719437059.4862382,492.415
1719437070.8687184,491.846
1719437071.9556532,492.28
1719437084.3715332,492.327
1719437094.614602,492.877
1719437108.1171503,493.102
1719437109.2041888,493.487
1719437120.5389948,493.719
1719437121.625739,493.906
1719437122.7520642,493.803
1719437131.8446689,493.545
1719437132.9841018,493.735
1719437142.0899184,493.03
1719437143.2226963,493.486
1719437153.4192803,493.202
1719437163.7689092,493.364
1719437172.9240034,493.449
1719437174.01105,493.17
1719437187.5196664,493.21
1719437188.606724,493.049
1719437201.0228384,494.198
1719437211.265851,493.829
1719437222.596343,494.239
1719437223.68341,494.086
1719437237.1863909,494.687
1719437238.2733817,495.344
1719437248.5156045,494.332
1719437258.7583694,495.163
1719437270.1409588,495.475
1719437280.4377146,495.867
1719437289.5929968,495.347
1719437290.6798902,495.102
1719437302.0632377,495.448
1719437303.1501477,495.194
1719437315.5664148,495.176
1719437325.8634765,495.351
1719437337.1936412,495.586
1719437338.2806687,495.444
1719437347.4896262,495.926
1719437348.576538,495.897
1719437360.99305,496.088
1719437371.235776,496.698
1719437382.5653274,496.571
1719437383.652195,496.664
1719437384.76543,497.293
1719437396.0289187,496.746
1719437397.115969,497.054
1719437408.4453344,497.281
1719437409.5324316,497.049
1719437419.7741723,497.566
1719437430.0165043,498.204
1719437441.3451543,498.044
1719437442.4321432,498.073
1719437451.5871403,498.739
1719437452.6742585,498.606
1719437465.0904424,499.259
1719437475.3869789,499.274
1719437486.7155385,498.98
1719437487.8026023,499.494
1719437499.1313934,499.104
1719437500.2210393,499.229
1719437512.6391358,499.905
1719437513.7587955,499.563
1719437525.0551946,500.201
1719437526.1422417,500.26
1719437538.5585682,500.447
1719437548.8016005,500.088
1719437557.957081,499.768
1719437559.0441256,499.645
1719437568.254584,499.709
1719437569.34181,499.515
1719437579.587051,500.523
1719437592.0028093,500.128
1719437605.505165,500.306
1719437606.5924,500.649
1719437619.0088065,500.237
1719437629.2512658,500.585
1719437640.5808218,500.322
1719437641.6684444,500.296
1719437642.755442,500.334
1719437652.9320948,500.732
1719437666.5421264,500.84
1719437667.6290908,500.658
1719437676.7848575,501.155
1719437677.8718815,501.564
1719437688.167812,501.401
1719437698.4123032,502.661
1719437707.568816,503.938
1719437708.6559815,503.849
1719437722.1585474,504.383
1719437723.2455463,504.6
