1,2024-06-26 16:22:07.082884,1719436927.0829144,499.487,23.6,86.3
2,2024-06-26 16:22:18.411908,1719436938.41194,499.183,23.6,86.2
3,2024-06-26 16:22:19.498773,1719436939.498819,499.260,23.6,86.2
4,2024-06-26 16:22:29.741186,1719436949.7412164,499.768,23.7,86.2
5,2024-06-26 16:22:30.828223,1719436950.8282688,499.586,23.7,86.2
6,2024-06-26 16:22:44.331759,1719436964.3317986,499.238,23.7,86.2
7,2024-06-26 16:22:45.418859,1719436965.418911,499.634,23.7,86.2
8,2024-06-26 16:23:00.008457,1719436980.0084841,499.725,23.7,86.1
9,2024-06-26 16:23:01.095477,1719436981.095525,499.812,23.8,86.1
10,2024-06-26 16:23:11.337357,1719436991.3373847,500.376,23.8,86.0
11,2024-06-26 16:23:22.720287,1719437002.7203133,499.646,23.8,86.0
12,2024-06-26 16:23:33.015780,1719437013.015811,499.853,23.8,85.9
13,2024-06-26 16:23:42.171610,1719437022.1716368,499.299,23.8,85.9
14,2024-06-26 16:23:53.501328,1719437033.501357,498.009,23.9,85.9
15,2024-06-26 16:23:54.647284,1719437034.6473122,497.597,23.9,85.9
16,2024-06-26 16:24:05.917830,1719437045.9178581,496.980,23.9,85.8
17,2024-06-26 16:24:17.246668,1719437057.2466958,496.362,23.9,85.8
18,2024-06-26 16:24:28.629336,1719437068.6293678,495.913,23.9,85.7
19,2024-06-26 16:24:29.716265,1719437069.7163086,495.945,23.9,85.7
20,2024-06-26 16:24:42.131429,1719437082.131461,495.868,24.0,85.7
21,2024-06-26 16:24:43.218273,1719437083.2183194,495.698,24.0,85.7
22,2024-06-26 16:24:52.374632,1719437092.3746738,494.894,24.0,85.6
23,2024-06-26 16:24:53.461771,1719437093.4618206,494.329,24.0,85.6
24,2024-06-26 16:25:05.877737,1719437105.8777692,492.576,24.0,85.6
25,2024-06-26 16:25:06.964717,1719437106.964761,492.589,24.0,85.5
26,2024-06-26 16:25:19.386677,1719437119.386705,491.667,24.0,85.5
27,2024-06-26 16:25:30.691819,1719437130.6918545,492.242,24.0,85.4
28,2024-06-26 16:25:40.937111,1719437140.937139,492.413,24.0,85.3
29,2024-06-26 16:25:52.266704,1719437152.2667308,491.530,24.0,85.2
30,2024-06-26 16:26:01.529096,1719437161.529125,491.359,24.1,85.2
31,2024-06-26 16:26:02.616104,1719437162.6161525,491.465,24.1,85.2
32,2024-06-26 16:26:11.771563,1719437171.771592,491.369,24.0,85.1
33,2024-06-26 16:26:25.274003,1719437185.2740297,491.796,24.1,85.1
34,2024-06-26 16:26:26.367100,1719437186.367149,491.334,24.0,85.1
35,2024-06-26 16:26:38.783241,1719437198.7832685,491.985,24.1,85.0
36,2024-06-26 16:26:39.870127,1719437199.870168,491.975,24.1,85.0
37,2024-06-26 16:26:50.113030,1719437210.113058,491.344,24.0,85.0
38,2024-06-26 16:27:00.356494,1719437220.3565347,490.727,24.1,84.9
39,2024-06-26 16:27:01.443778,1719437221.4438276,490.888,24.1,84.9
40,2024-06-26 16:27:16.033965,1719437236.0339916,490.035,24.1,84.9
41,2024-06-26 16:27:27.362770,1719437247.3627973,489.861,24.1,84.8
42,2024-06-26 16:27:36.518308,1719437256.5183353,490.047,24.1,84.8
43,2024-06-26 16:27:37.605400,1719437257.6054492,489.928,24.1,84.8
44,2024-06-26 16:27:48.988247,1719437268.9882736,489.380,24.1,84.8
45,2024-06-26 16:27:58.197575,1719437278.197603,488.667,24.1,84.8
46,2024-06-26 16:27:59.284652,1719437279.2847028,488.706,24.1,84.8
47,2024-06-26 16:28:07.353717,1719437287.353742,489.194,24.1,84.8
48,2024-06-26 16:28:08.440490,1719437288.4405358,489.194,24.1,84.8
49,2024-06-26 16:28:19.823684,1719437299.8237104,489.727,24.1,84.8
50,2024-06-26 16:28:20.910719,1719437300.9107678,489.800,24.1,84.8
51,2024-06-26 16:28:33.326650,1719437313.3266768,490.073,24.1,84.8
52,2024-06-26 16:28:34.413535,1719437314.4135842,489.813,24.1,84.8
53,2024-06-26 16:28:44.710827,1719437324.710851,490.557,24.1,84.8
54,2024-06-26 16:28:56.041097,1719437336.0411248,491.776,24.2,84.8
55,2024-06-26 16:29:06.337024,1719437346.3370523,491.880,24.1,84.8
56,2024-06-26 16:29:19.840257,1719437359.8402834,491.639,24.1,84.7
57,2024-06-26 16:29:28.995955,1719437368.9959898,492.537,24.1,84.7
58,2024-06-26 16:29:30.122331,1719437370.1223583,492.641,24.1,84.7
59,2024-06-26 16:29:41.412873,1719437381.4129088,491.709,24.1,84.8
60,2024-06-26 16:29:54.876376,1719437394.8764038,490.993,24.2,84.7
61,2024-06-26 16:30:06.205600,1719437406.2056274,490.749,24.2,84.7
62,2024-06-26 16:30:07.292723,1719437407.2927716,490.721,24.2,84.7
63,2024-06-26 16:30:17.534555,1719437417.5345824,490.862,24.2,84.7
64,2024-06-26 16:30:18.621481,1719437418.621522,491.199,24.2,84.7
65,2024-06-26 16:30:28.863878,1719437428.8639052,490.899,24.2,84.7
66,2024-06-26 16:30:39.105731,1719437439.1057599,490.714,24.2,84.7
67,2024-06-26 16:30:40.192681,1719437440.192725,491.256,24.2,84.7
68,2024-06-26 16:30:50.435221,1719437450.435252,492.133,24.2,84.6
69,2024-06-26 16:31:03.937642,1719437463.9376712,492.978,24.2,84.7
70,2024-06-26 16:31:14.234256,1719437474.2342837,494.465,24.2,84.6
71,2024-06-26 16:31:25.563095,1719437485.563127,494.635,24.2,84.6
72,2024-06-26 16:31:36.892005,1719437496.892031,493.906,24.2,84.6
